480.0	2.1721842E-4	
484.85715	2.3264397E-4	
489.7143	4.310452E-4	
494.57144	0.0013279311	
499.42856	0.0049905786	
504.2857	0.01397247	
509.14285	0.02535859	
514.0	0.031066662	
518.8571	0.0290216	
523.7143	0.023222202	
528.5714	0.017564915	
533.4286	0.013489362	
538.2857	0.010576224	
543.1429	0.008182876	
548.0	0.0061459276	
552.8571	0.004543199	
557.7143	0.003392431	
562.5714	0.0025550644	
567.4286	0.0019620666	
572.2857	0.0015406774	
577.1429	0.0012184014	
582.0	9.3986286E-4	
586.8571	7.51744E-4	
591.7143	6.0113537E-4	
596.5714	4.5937303E-4	
601.4286	3.3069687E-4	
606.2857	2.5603265E-4	
611.1429	1.9329399E-4	
616.0	1.1072258E-4	
620.8571	1.3321328E-4	
625.7143	1.5714638E-4	
630.5714	1.783424E-4	
635.4286	1.9160756E-4	
640.2857	1.8843375E-4	
645.1429	1.865994E-4	
650.0	1.9036174E-4	
