480.0	9.840368E-4	
484.85715	0.0010219628	
489.7143	9.878966E-4	
494.57144	9.1696566E-4	
499.42856	7.605991E-4	
504.2857	3.748515E-4	
509.14285	4.3305496E-5	
514.0	5.1237848E-8	
518.8571	1.6761036E-5	
523.7143	6.8697496E-5	
528.5714	6.2008636E-5	
533.4286	6.542262E-4	
538.2857	0.0010536279	
543.1429	0.0012977291	
548.0	0.0013364516	
552.8571	0.001498947	
557.7143	0.001207965	
562.5714	0.0011100655	
567.4286	0.0011432667	
572.2857	0.0012114183	
577.1429	0.0017347718	
582.0	0.0021984777	
586.8571	0.0036806294	
591.7143	0.008714421	
596.5714	0.017731596	
601.4286	0.027637992	
606.2857	0.031924084	
611.1429	0.027969753	
616.0	0.020048741	
620.8571	0.013415973	
625.7143	0.009079875	
630.5714	0.0066379183	
635.4286	0.0055223354	
640.2857	0.0050296243	
645.1429	0.004759057	
650.0	0.0039432417	
