480.0	2.29063E-4	
484.85715	2.2950783E-4	
489.7143	2.3968251E-4	
494.57144	2.4671355E-4	
499.42856	1.9479843E-4	
504.2857	9.728827E-5	
509.14285	1.2901724E-7	
514.0	4.015183E-8	
518.8571	3.043016E-4	
523.7143	7.933468E-4	
528.5714	0.0014641724	
533.4286	0.0022663476	
538.2857	0.008052406	
543.1429	0.022281324	
548.0	0.041091856	
552.8571	0.03636528	
557.7143	0.022928104	
562.5714	0.014238724	
567.4286	0.010785655	
572.2857	0.009212537	
577.1429	0.00861243	
582.0	0.0070300316	
586.8571	0.005854619	
591.7143	0.004203114	
596.5714	0.0024042148	
601.4286	0.0014806001	
606.2857	0.0011503357	
611.1429	6.467687E-4	
616.0	6.7201466E-4	
620.8571	6.6920137E-4	
625.7143	6.063564E-4	
630.5714	5.7503127E-4	
635.4286	4.7679985E-4	
640.2857	2.7163024E-4	
645.1429	1.0494723E-4	
650.0	1.0315388E-4	
